timestamp,ticker,current_price,day_high,day_low,volume,market_cap
2026-04-15 15:43:00+00:00,JPM,305.82000732421875,314.239990234375,305.010009765625,33707.0,825103094730.095
2026-04-15 15:44:00+00:00,JPM,305.6600036621094,314.239990234375,305.010009765625,25069.0,825103094730.095
2026-04-15 15:45:00+00:00,JPM,305.6400146484375,314.239990234375,305.010009765625,15054.0,825103094730.095
2026-04-15 15:46:00+00:00,JPM,305.4200134277344,314.239990234375,305.010009765625,27081.0,825103094730.095
2026-04-15 15:47:00+00:00,JPM,305.3900146484375,314.239990234375,305.010009765625,18429.0,825103094730.095
2026-04-15 15:48:00+00:00,JPM,305.25,314.239990234375,305.010009765625,20247.0,825103094730.095
2026-04-15 15:49:00+00:00,JPM,305.2900085449219,314.239990234375,305.010009765625,13592.0,825103094730.095
2026-04-15 15:50:00+00:00,JPM,305.80499267578125,314.239990234375,305.010009765625,39634.0,825103094730.095
2026-04-15 15:51:00+00:00,JPM,305.6300048828125,314.239990234375,305.010009765625,21324.0,825103094730.095
2026-04-15 15:52:00+00:00,JPM,305.6199951171875,314.239990234375,305.010009765625,14669.0,825103094730.095
2026-04-15 15:53:00+00:00,JPM,305.7701110839844,314.239990234375,305.010009765625,11045.0,825103094730.095
2026-04-15 15:54:00+00:00,JPM,305.6300048828125,314.239990234375,305.010009765625,8884.0,825103094730.095
2026-04-15 15:55:00+00:00,JPM,305.5899963378906,314.239990234375,305.010009765625,9268.0,825103094730.095
2026-04-15 15:56:00+00:00,JPM,305.57000732421875,314.239990234375,305.010009765625,9393.0,825103094730.095
2026-04-15 15:57:00+00:00,JPM,305.5849914550781,314.239990234375,305.010009765625,14300.0,825103094730.095
2026-04-15 15:58:00+00:00,JPM,305.5282897949219,314.239990234375,305.010009765625,11583.0,825103094730.095
2026-04-15 15:59:00+00:00,JPM,305.5369873046875,314.239990234375,305.010009765625,20487.0,825103094730.095
2026-04-15 16:00:00+00:00,JPM,305.3450012207031,314.239990234375,305.010009765625,14403.0,825103094730.095
2026-04-15 16:01:00+00:00,JPM,305.2049865722656,314.239990234375,305.010009765625,7511.0,825103094730.095
2026-04-15 16:02:00+00:00,JPM,305.20001220703125,314.239990234375,305.010009765625,26196.0,825103094730.095
2026-04-15 16:03:00+00:00,JPM,304.94000244140625,314.239990234375,304.8550109863281,46812.0,825103094730.095
2026-04-15 16:04:00+00:00,JPM,305.1300048828125,314.239990234375,304.8550109863281,21248.0,825103094730.095
2026-04-15 16:05:00+00:00,JPM,305.1700134277344,314.239990234375,304.8550109863281,19829.0,825103094730.095
2026-04-15 16:06:00+00:00,JPM,305.2749938964844,314.239990234375,304.8550109863281,13172.0,825103094730.095
2026-04-15 16:07:00+00:00,JPM,305.1400146484375,314.239990234375,304.8550109863281,10867.0,825103094730.095
2026-04-15 16:08:00+00:00,JPM,305.0050048828125,314.239990234375,304.8550109863281,15051.0,825103094730.095
2026-04-15 16:09:00+00:00,JPM,304.9700012207031,314.239990234375,304.8550109863281,14568.0,825103094730.095
2026-04-15 16:10:00+00:00,JPM,304.8949890136719,314.239990234375,304.8500061035156,16071.0,825103094730.095
2026-04-15 16:11:00+00:00,JPM,304.8699951171875,314.239990234375,304.75,20750.0,825103094730.095
2026-04-15 16:12:00+00:00,JPM,304.7650146484375,314.239990234375,304.4100036621094,43492.0,825103094730.095
2026-04-15 16:13:00+00:00,JPM,304.56500244140625,314.239990234375,304.4100036621094,11274.0,825103094730.095
2026-04-15 16:14:00+00:00,JPM,304.739990234375,314.239990234375,304.4100036621094,9615.0,825103094730.095
2026-04-15 16:15:00+00:00,JPM,304.6698913574219,314.239990234375,304.4100036621094,19065.0,825103094730.095
2026-04-15 16:16:00+00:00,JPM,304.4750061035156,314.239990234375,304.4100036621094,12898.0,825103094730.095
2026-04-15 16:17:00+00:00,JPM,304.4949951171875,314.239990234375,304.3999938964844,16168.0,825103094730.095
2026-04-15 16:18:00+00:00,JPM,304.69500732421875,314.239990234375,304.3999938964844,14598.0,825103094730.095
2026-04-15 16:19:00+00:00,JPM,304.8299865722656,314.239990234375,304.3999938964844,16010.0,825103094730.095
2026-04-15 16:20:00+00:00,JPM,304.94000244140625,314.239990234375,304.3999938964844,20072.0,825103094730.095
2026-04-15 16:21:00+00:00,JPM,304.8800048828125,314.239990234375,304.3999938964844,21402.0,825103094730.095
2026-04-15 16:22:00+00:00,JPM,304.8699951171875,314.239990234375,304.3999938964844,16626.0,825103094730.095
2026-04-15 16:23:00+00:00,JPM,304.7699890136719,314.239990234375,304.3999938964844,6944.0,825103094730.095
2026-04-15 16:24:00+00:00,JPM,305.0799865722656,314.239990234375,304.3999938964844,24156.0,825103094730.095
2026-04-15 16:25:00+00:00,JPM,305.0101013183594,314.239990234375,304.3999938964844,10313.0,825103094730.095
2026-04-15 16:26:00+00:00,JPM,305.0849914550781,314.239990234375,304.3999938964844,15283.0,825103094730.095
2026-04-15 16:27:00+00:00,JPM,305.1499938964844,314.239990234375,304.3999938964844,7815.0,825103094730.095
2026-04-15 16:28:00+00:00,JPM,305.05999755859375,314.239990234375,304.3999938964844,7176.0,825103094730.095
2026-04-15 16:29:00+00:00,JPM,305.0199890136719,314.239990234375,304.3999938964844,13293.0,825103094730.095
2026-04-15 16:30:00+00:00,JPM,304.9150085449219,314.239990234375,304.3999938964844,21178.0,825103094730.095
2026-04-15 16:31:00+00:00,JPM,304.9800109863281,314.239990234375,304.3999938964844,8138.0,825103094730.095
2026-04-15 16:32:00+00:00,JPM,304.9599914550781,314.239990234375,304.3999938964844,8495.0,825103094730.095
2026-04-15 16:33:00+00:00,JPM,304.9649963378906,314.239990234375,304.3999938964844,10058.0,825103094730.095
2026-04-15 16:34:00+00:00,JPM,304.7850036621094,314.239990234375,304.3999938964844,9208.0,825103094730.095
2026-04-15 16:35:00+00:00,JPM,304.55999755859375,314.239990234375,304.3999938964844,7990.0,825103094730.095
2026-04-15 16:36:00+00:00,JPM,304.8599853515625,314.239990234375,304.3999938964844,13596.0,825103094730.095
2026-04-15 16:37:00+00:00,JPM,304.8900146484375,314.239990234375,304.3999938964844,9928.0,825103094730.095
2026-04-15 16:38:00+00:00,JPM,304.7699890136719,314.239990234375,304.3999938964844,6390.0,825103094730.095
2026-04-15 16:39:00+00:00,JPM,304.7550048828125,314.239990234375,304.3999938964844,11392.0,825103094730.095
2026-04-15 16:40:00+00:00,JPM,304.5,314.239990234375,304.3999938964844,22257.0,825103094730.095
2026-04-15 16:41:00+00:00,JPM,304.3800048828125,314.239990234375,304.3500061035156,13735.0,825103094730.095
2026-04-15 16:42:00+00:00,JPM,304.2699890136719,314.239990234375,304.260009765625,24127.0,825103094730.095
2026-04-15 16:43:00+00:00,JPM,304.67999267578125,314.239990234375,304.260009765625,21248.0,825103094730.095
2026-04-15 16:44:00+00:00,JPM,304.510009765625,314.239990234375,304.260009765625,11114.0,825103094730.095
2026-04-15 16:45:00+00:00,JPM,304.5299987792969,314.239990234375,304.260009765625,13141.0,825103094730.095
2026-04-15 16:46:00+00:00,JPM,304.69000244140625,314.239990234375,304.260009765625,17955.0,825103094730.095
2026-04-15 16:47:00+00:00,JPM,304.5975036621094,314.239990234375,304.260009765625,9980.0,825103094730.095
